UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allCommonss,47,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:logged_in_user_can_get_all_ucsbdiningcommons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,97,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postCommons,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postCommons,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:an_admin_user_can_post_a_new_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,139,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,140,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,141,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,142,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,143,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateCommons,144,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBDiningCommonsController.java,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateCommons,148,KILLED,edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBDiningCommonsControllerTests]/[method:admin_can_edit_an_existing_commons()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBRecommendationRequests,46,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:logged_in_user_can_get_all_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBRecommendationRequest,122,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_delete_a_recommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBRecommendationRequest,123,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_delete_a_recommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,58,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBRecommendationRequest$2,120,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbrecommendationrequest_and_gets_right_error_message()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,56,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBRecommendationRequest$1,100,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_cannot_edit_ucsbrecommendationrequest_that_does_not_exist()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,80,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,81,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,82,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,83,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,84,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBRecommendationRequest,85,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBRecommendationRequest,89,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,102,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,103,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,104,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,105,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,106,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBRecommendationRequest,107,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBRecommendationRequestController.java,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBRecommendationRequest,111,KILLED,edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBRecommendationRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbrecommendationrequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allUCSBDates,45,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:logged_in_user_can_get_all_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteUCSBHelpRequest,98,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_delete_a_help_request()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteUCSBHelpRequest,99,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_delete_a_help_request()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,87,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_exists()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteUCSBHelpRequest$1,96,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_tries_to_delete_non_existant_ucsbhelprequest_and_gets_right_error_message()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,85,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:test_that_logged_in_user_can_get_by_id_when_the_id_does_not_exist()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateUCSBHelpRequest$2,110,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_cannot_edit_ucsbhelprequest_that_does_not_exist()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,67,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,68,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,69,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,70,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,71,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postUCSBHelpRequest,72,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,postUCSBHelpRequest,76,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:an_admin_user_can_post_a_new_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,112,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,113,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,114,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,115,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,116,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,updateUCSBHelpRequest,117,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
UCSBHelpRequestController.java,edu.ucsb.cs156.example.controllers.UCSBHelpRequestController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,updateUCSBHelpRequest,121,KILLED,edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests.[engine:junit-jupiter]/[class:edu.ucsb.cs156.example.controllers.UCSBHelpRequestControllerTests]/[method:admin_can_edit_an_existing_ucsbhelprequest()]
